base_Label	base_Min	base_Average	base_90% Line	base_Max	base_Pass	base_Fail	target_Min	target_Average	target_90% Line	target_Max	target_Pass	target_Fail	AVG	90%
TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_M	0.882	1.047	1.219	1.346	6.0	0.0	3.349	4.026	4.317	5.4	8.0	0.0	2.5364999999999998	2.7680000000000002
TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_S	0.888	0.935	1.044	1.044	4.0	0.0	4.87	5.086	5.215	5.37	5.0	0.0	3.0105000000000004	3.1295
TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_M	0.348	0.414	0.426	0.526	6.0	0.0	1.441	1.677	1.837	1.872	5.0	0.0	1.0455	1.1315
TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_M	1.953	2.454	2.967	3.016	6.0	0.0	1.564	2.1	2.415	2.861	8.0	0.0	2.277	2.691
TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_S	0.38	0.413	0.468	0.468	4.0	0.0	5.035	5.54	6.466	6.466	3.0	0.0	2.9765	3.467
TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_S	2.023	2.155	2.403	2.403	4.0	0.0	3.706	3.861	3.891	4.099	5.0	0.0	3.008	3.1470000000000002
TC05_PCG_External_QuoteNewCustomer_HO_33d_PaymentPage_ClickOk_M	2.91	3.671	3.824	5.621	6.0	0.0	3.582	4.946	4.865	7.992	5.0	0.0	4.3084999999999996	4.3445
TC05_PCG_External_QuoteNewCustomer_HO_33d_PaymentPage_ClickOk_S	2.921	3.187	3.719	3.719	4.0	0.0	2.916	4.977	6.264	8.83	7.0	0.0	4.082	4.9915
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_M	12.842	13.493	14.087	14.236	6.0	0.0	1.578	1.989	2.485	2.66	5.0	0.0	7.7410000000000005	8.286
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_Dashboard_M	0.001	0.001	0.002	0.002	6.0	0.0	3.936	4.403	4.894	4.894	3.0	0.0	2.202	2.448
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_S	13.414	13.976	14.428	14.428	4.0	0.0	0.638	0.926	1.057	1.205	5.0	0.0	7.4510000000000005	7.742500000000001
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_Dashboard_S	0.001	0.001	0.002	0.002	4.0	0.0	0.616	0.963	1.32	1.531	7.0	0.0	0.482	0.661
TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_XL	0.957	0.957	0.957	0.957	1.0	0.0	1.563	2.183	2.905	2.905	3.0	0.0	1.5699999999999998	1.9309999999999998
TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_XL	1.668	1.668	1.668	1.668	1.0	0.0	2.814	4.317	5.557	5.718	5.0	0.0	2.9925	3.6125000000000003
TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_XXL	0.879	0.98	1.079	1.079	3.0	0.0	7.293	7.852	8.625	8.625	4.0	0.0	4.416	4.852
TC06_PCG_External_QuoteNewCustomer_PEL_20A_Customerbackpage_clickQuoteno_XXL	1.218	1.61	2.038	2.038	3.0	0.0	0.752	1.126	1.02	2.233	5.0	0.0	1.3679999999999999	1.529
TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_XL	2.435	2.435	2.435	2.435	1.0	0.0	6.994	8.637	9.133	13.879	7.0	0.0	5.5360000000000005	5.784
TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_XL	1.316	1.316	1.316	1.316	1.0	0.0	4.398	5.937	8.712	8.712	3.0	0.0	3.6265	5.014
TC06_PCG_External_QuoteNewCustomer_PEL_20B_ProposalTab_ClickPackageid_XXL	1.825	2.03	2.417	2.417	3.0	0.0	0.674	0.922	1.084	1.084	3.0	0.0	1.476	1.7505
TC06_PCG_External_QuoteNewCustomer_PEL_20C_SelectQuote_XXL	1.074	1.202	1.294	1.294	3.0	0.0	6.913	7.985	8.97	9.184	5.0	0.0	4.593500000000001	5.132000000000001
TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_XL	3.512	3.512	3.512	3.512	1.0	0.0	6.935	7.67	8.423	8.423	3.0	0.0	5.591	5.9675
TC06_PCG_External_QuoteNewCustomer_PEL_21_Packagepage_clickProceedtoissuance_XXL	3.705	4.253	4.684	4.684	3.0	0.0	0.561	1.863	1.527	4.894	5.0	0.0	3.058	3.1055
TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_XL	7.575	7.575	7.575	7.575	1.0	0.0	0.21	0.402	0.507	0.759	5.0	0.0	3.9885	4.041
TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_XL	1.038	1.038	1.038	1.038	1.0	0.0	3.342	4.172	4.546	5.138	5.0	0.0	2.605	2.7920000000000003
TC06_PCG_External_QuoteNewCustomer_PEL_22_Preissuance_Click_save&continue_XXL	6.822	7.228	7.452	7.452	3.0	0.0	1.84	2.179	2.537	2.655	5.0	0.0	4.7035	4.9945
TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_XL	1.23	1.23	1.23	1.23	1.0	0.0	16.068	18.45	17.534	24.875	5.0	0.0	9.84	9.382
TC06_PCG_External_QuoteNewCustomer_PEL_23a_SelectBillingType_XXL	0.874	0.925	0.973	0.973	3.0	0.0	1.518	1.616	1.676	1.791	5.0	0.0	1.2705000000000002	1.3245
TC06_PCG_External_QuoteNewCustomer_PEL_23c_Paymentpage_clicksave_XL	2.218	2.218	2.218	2.218	1.0	0.0	1.374	1.455	1.454	1.603	5.0	0.0	1.8365	1.8359999999999999
TC06_PCG_External_QuoteNewCustomer_PEL_23b_SelectPaymentPlan_XXL	0.356	0.401	0.484	0.484	3.0	0.0	1.451	1.648	1.649	2.135	5.0	0.0	1.0245	1.0665
TC06_PCG_External_QuoteNewCustomer_PEL_23c_Paymentpage_clicksave_XXL	1.839	2.129	2.414	2.414	3.0	0.0	4.342	4.732	4.956	5.55	5.0	0.0	3.4305000000000003	3.6850000000000005
TC06_PCG_External_QuoteNewCustomer_PEL_23d_Paymentpage_clickOk_XL	3.332	3.332	3.332	3.332	1.0	0.0	1.088	1.251	1.281	1.482	5.0	0.0	2.2915	2.3064999999999998
TC06_PCG_External_QuoteNewCustomer_PEL_23d_Paymentpage_clickOk_XXL	2.383	2.643	2.808	2.808	3.0	0.0	2.908	4.269	4.736	6.328	5.0	0.0	3.456	3.772
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_XL	7.407	7.407	7.407	7.407	1.0	0.0	1.228	1.408	1.512	1.72	5.0	0.0	4.4075	4.4595
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_Dashboard_XL	0.002	0.002	0.002	0.002	1.0	0.0	6.341	7.797	9.227	9.517	5.0	0.0	3.8994999999999997	4.6145000000000005
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_XXL	6.387	6.737	7.155	7.155	3.0	0.0	4.029	5.254	5.667	6.649	5.0	0.0	5.9955	6.411
TC06_PCG_External_QuoteNewCustomer_PEL_24_Subjectivepage_clickIssue_Dashboard_XXL	0.002	0.002	0.002	0.002	3.0	0.0	1.554	2.677	2.945	4.729	5.0	0.0	1.3395	1.4734999999999998
TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_XXL	0.96	1.365	1.67	1.67	3.0	0.0	3.832	8.437	11.454	13.714	5.0	0.0	4.901	6.562
TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_XXL	1.177	1.341	1.589	1.589	3.0	0.0	0.8	1.479	1.898	2.793	5.0	0.0	1.4100000000000001	1.7435
TC05_PCG_External_QuoteNewCustomer_HO_29C_ProposalTab_ClickPackageid_XXL	2.857	3.159	3.336	3.336	3.0	0.0	7.596	9.629	11.187	13.188	5.0	0.0	6.394	7.2615
TC05_PCG_External_QuoteNewCustomer_HO_29D_SelectQuote_XXL	1.519	2.435	4.072	4.072	3.0	0.0	0.773	0.773	0.773	0.773	1.0	0.0	1.604	2.4225
TC05_PCG_External_QuoteNewCustomer_HO_29_PackagePage_ClickProceedtoIssuance_XXL	3.37	3.573	3.903	3.903	3.0	0.0	0.204	0.204	0.204	0.204	1.0	0.0	1.8885	2.0535
TC05_PCG_External_QuoteNewCustomer_HO_30_Preissuancepage_EnterMortagesandClickNext_XXL	3.692	4.177	4.881	4.881	3.0	0.0	3.951	3.951	3.951	3.951	1.0	0.0	4.064	4.416
TC05_PCG_External_QuoteNewCustomer_HO_31_InspectionPage_SelectBrokerContact_XXL	1.063	1.148	1.234	1.234	2.0	0.0	0.308	0.308	0.308	0.308	1.0	0.0	0.728	0.771
TC05_PCG_External_QuoteNewCustomer_HO_32_InspectionPage_ClickSave_XXL	4.875	5.228	5.581	5.581	2.0	0.0	13.569	13.569	13.569	13.569	1.0	0.0	9.3985	9.575000000000001
TC05_PCG_External_QuoteNewCustomer_HO_33a_SelectBillingType_XXL	0.811	0.931	1.051	1.051	2.0	0.0	1.454	1.454	1.454	1.454	1.0	0.0	1.1925	1.2525
TC05_PCG_External_QuoteNewCustomer_HO_33b_SelectPaymentPlan_XXL	0.38	0.385	0.391	0.391	2.0	0.0	1.192	1.192	1.192	1.192	1.0	0.0	0.7885	0.7915
TC07_PCG_External_NewCustomer_Collections_21A_Dashboardpage_SearchCustomerID_XL	1.01	1.01	1.01	1.01	1.0	0.0	2.886	2.886	2.886	2.886	1.0	0.0	1.948	1.948
TC05_PCG_External_QuoteNewCustomer_HO_33c_PaymentPage_ClickSave_XXL	2.231	2.516	2.801	2.801	2.0	0.0	1.334	1.334	1.334	1.334	1.0	0.0	1.925	2.0675
TC07_PCG_External_NewCustomer_Collections_21B_Customerbackpage_clickQuoteno_XL	1.215	1.215	1.215	1.215	1.0	0.0	1.397	1.397	1.397	1.397	1.0	0.0	1.306	1.306
TC05_PCG_External_QuoteNewCustomer_HO_33d_PaymentPage_ClickOk_XXL	3.284	3.305	3.327	3.327	2.0	0.0	1.378	1.378	1.378	1.378	1.0	0.0	2.3415	2.3525
TC07_PCG_External_NewCustomer_Collections_21c_ProposalTab_ClickPackageid_XL	4.325	4.325	4.325	4.325	1.0	0.0	1.439	1.439	1.439	1.439	1.0	0.0	2.882	2.882
TC07_PCG_External_NewCustomer_Collections_21d_SelectQuote_XL	1.365	1.365	1.365	1.365	1.0	0.0	2.362	2.362	2.362	2.362	1.0	0.0	1.8635000000000002	1.8635000000000002
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_XXL	14.849	14.96	15.072	15.072	2.0	0.0	1.41	1.41	1.41	1.41	1.0	0.0	8.185	8.241
TC05_PCG_External_QuoteNewCustomer_HO_34_SubjectivetPage_ClickIssue_Dashboard_XXL	0.002	0.002	0.002	0.002	2.0	0.0	1.354	1.354	1.354	1.354	1.0	0.0	0.678	0.678
TC07_PCG_External_NewCustomer_Collections_22_PackagePage_ClickProceedToPreissuance_XL	3.49	3.49	3.49	3.49	1.0	0.0	1.532	1.532	1.532	1.532	1.0	0.0	2.511	2.511
TC07_PCG_External_NewCustomer_Collections_23_PreIssuancePage_ClickAddAnotherItem_XL	1.244	1.244	1.244	1.244	1.0	0.0	1.363	1.363	1.363	1.363	1.0	0.0	1.3035	1.3035
TC07_PCG_External_NewCustomer_Collections_24_PreIssuancePage_EnterLimit&clicksaveXL	4.571	4.571	4.571	4.571	1.0	0.0	3.047	3.047	3.047	3.047	1.0	0.0	3.809	3.809
TC07_PCG_External_NewCustomer_Collections_25_PreIssuancePage_ClickSaveandContinue_XL	9.844	9.844	9.844	9.844	1.0	0.0	5.222	5.222	5.222	5.222	1.0	0.0	7.5329999999999995	7.5329999999999995
TC07_PCG_External_NewCustomer_Collections_26a_SelectBillingType_XL	0.858	0.858	0.858	0.858	1.0	0.0	3.809	3.809	3.809	3.809	1.0	0.0	2.3335	2.3335
TC07_PCG_External_NewCustomer_Collections_26b_SelectPaymentPlan_XL	0.48	0.48	0.48	0.48	1.0	0.0	2.025	2.025	2.025	2.025	1.0	0.0	1.2525	1.2525
TC07_PCG_External_NewCustomer_Collections_26c_PaymentsPage_ClickSave_XL	2.187	2.187	2.187	2.187	1.0	0.0	4.563	4.563	4.563	4.563	1.0	0.0	3.375	3.375
TC07_PCG_External_NewCustomer_Collections_26d_PaymentsPage_ClickOk_XL	3.228	3.228	3.228	3.228	1.0	0.0	0.681	0.681	0.681	0.681	1.0	0.0	1.9545000000000001	1.9545000000000001
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_XL	7.379	7.379	7.379	7.379	1.0	0.0	7.29	7.29	7.29	7.29	1.0	0.0	7.3345	7.3345
TC07_PCG_External_NewCustomer_Collections_27_SubjectivitiesPage_ClickIssue_Dashboard_XL	0.002	0.002	0.002	0.002	1.0	0.0	1.5	3.788	4.56	8.24	1238.0	0.0	1.8949999999999998	2.2809999999999997
TC01_Internal_01A_Launch	0.075	0.101	0.108	0.387	411.0	0.0	0.432	0.521	0.635	0.833	25.0	0.0	0.311	0.3715
TC01_Internal_01B_Login	0.119	0.533	0.314	127.452	411.0	0.0	1.68	3.993	8.548	10.62	25.0	0.0	2.263	4.431
TC01_Internal_01C_Signin_Non-OKTA	0.914	1.194	1.358	3.401	406.0	0.0	3.009	6.645	13.94	16.393	25.0	0.0	3.9194999999999998	7.649
TC27_PCG_Internal_Renewal_HO_02_SearchCustomer	0.332	1.467	4.55	4.936	100.0	0.0	0.441	0.547	0.678	0.825	25.0	0.0	1.0070000000000001	2.614
TC27_PCG_Internal_Renewal_HO_03_Click_CreateQuotefornewCustomer	0.213	0.315	0.41	0.622	100.0	0.0	1.763	3.236	4.668	6.832	25.0	0.0	1.7755	2.539
TC27_PCG_Internal_Renewal_HO_05_InsuredPage_SelectBrokerCode	0.44	0.718	0.977	1.595	99.0	0.0	2.848	4.457	7.123	8.501	25.0	0.0	2.5875	4.05
TC27_PCG_Internal_Renewal_HO_06_InsuredPage_SelectLocationInfoAddress	1.743	2.266	2.562	7.36	99.0	0.0	0.447	0.56	0.706	0.859	25.0	0.0	1.413	1.634
TC27_PCG_Internal_Renewal_HO_07_PolicyInformation_SelectEffectivedate	1.651	2.114	2.528	3.43	99.0	0.0	1.464	3.388	4.24	8.604	25.0	0.0	2.751	3.3840000000000003
TC27_PCG_Internal_Renewal_HO_11_RatingPage_Selectyearbuilt	1.587	1.942	2.161	3.883	98.0	0.0	2.751	5.621	9.263	15.224	25.0	0.0	3.7815000000000003	5.712
TC28_PCG_Internal_Renewal_PEL_02_SearchCustomer	0.31	1.496	4.544	5.189	99.0	0.0	0.077	2.467	0.108	228.106	480.0	0.0	1.9815	2.3259999999999996
TC27_PCG_Internal_Renewal_HO_12_RatingPage_SelectNoofstories	1.641	2.007	2.279	6.119	98.0	0.0	0.135	0.217	0.276	0.701	480.0	0.0	1.112	1.2774999999999999
TC28_PCG_Internal_Renewal_PEL_03_Click_CreateQuotefornewCustomer	0.213	0.361	0.456	2.535	99.0	0.0	0.14	1.137	1.341	2.815	475.0	5.0	0.749	0.8985
TC27_PCG_Internal_Renewal_HO_13_RatingPage_SelectpreviousInsurer	1.638	1.864	2.08	2.517	98.0	0.0	0.901	1.177	1.333	2.565	475.0	0.0	1.5205000000000002	1.7065000000000001
TC28_PCG_Internal_Renewal_PEL_04_SelectLegacyRenewal_Click_ProductandSave&Continue	2.517	3.423	4.147	6.831	99.0	0.0	0.976	2.23	2.296	232.605	432.0	0.0	2.8265000000000002	3.2215
TC27_PCG_Internal_Renewal_HO_14_RatingPage_ClickSave	3.463	4.084	4.794	5.755	98.0	0.0	1.658	1.863	2.018	3.271	432.0	0.0	2.9734999999999996	3.4059999999999997
TC28_PCG_Internal_Renewal_PEL_05_Insuredpage_Select_BrokerCode	0.451	0.669	0.806	1.211	99.0	0.0	2.397	7.231	5.142	232.501	176.0	0.0	3.95	2.974
TC27_PCG_Internal_Renewal_HO_15_CoveragePage_EstimatedHomeReplacementValue	0.813	1.003	1.15	1.592	98.0	0.0	5.16	5.492	5.714	7.835	175.0	0.0	3.2475	3.4320000000000004
TC28_PCG_Internal_Renewal_PEL_06_Insuredpage_SelectLocationinfo	1.845	2.252	2.61	3.484	99.0	0.0	0.931	1.654	2.238	2.509	173.0	0.0	1.9529999999999998	2.424
TC27_PCG_Internal_Renewal_HO_19_CoveragePage_Add_ClaimHistory	1.132	1.382	1.61	1.842	98.0	0.0	1.652	4.388	1.954	224.252	173.0	0.0	2.885	1.782
TC28_PCG_Internal_Renewal_PEL_07_Insuredpage_SelectEffectiveDate	1.617	2.032	2.31	2.943	99.0	0.0	1.752	2.577	3.209	4.212	172.0	0.0	2.3045	2.7595
TC27_PCG_Internal_Renewal_HO_20_CoveragePage_Clicksave&continue	2.49	3.081	3.761	4.477	98.0	0.0	4.614	5.525	6.191	6.819	172.0	0.0	4.303	4.976
TC28_PCG_Internal_Renewal_PEL_09_Insuredpage_Save&Continue	13.311	14.78	15.957	19.6	99.0	0.0	4.361	5.24	5.85	6.494	170.0	0.0	10.01	10.903500000000001
TC27_PCG_Internal_Renewal_HO_21_DetailsPage_Clicksave&continue	7.442	8.785	9.603	31.755	98.0	0.0	4.459	5.518	6.596	6.774	6.0	0.0	7.1515	8.099499999999999
TC28_PCG_Internal_Renewal_PEL_10_Ratingpage_Click_Save_Homedetails	0.866	1.017	1.176	1.639	99.0	0.0	3.237	4.625	4.792	6.518	6.0	0.0	2.8209999999999997	2.984
TC27_PCG_Internal_Renewal_HO_22_QuotePage_ClickProceedtoissuance	2.125	2.633	2.921	10.384	98.0	0.0	4.457	4.762	5.304	5.357	10.0	0.0	3.6975	4.1125
TC28_PCG_Internal_Renewal_PEL_11_Ratingpage_Click_AddAnotherVehicle	0.897	1.059	1.195	1.694	99.0	0.0	0.145	0.184	0.249	0.291	10.0	0.0	0.6214999999999999	0.722
TC27_PCG_Internal_Renewal_HO_23_PreissuancePage_Enterdetails_Clicksave	2.519	3.06	3.554	10.531	98.0	0.0	3.13	3.397	3.542	3.737	10.0	0.0	3.2285	3.548
TC28_PCG_Internal_Renewal_PEL_12_Ratingpage_SelectOwnershipType	0.926	1.085	1.343	2.068	99.0	0.0	4.08	6.513	10.067	12.883	10.0	0.0	3.799	5.705
TC27_PCG_Internal_Renewal_HO_23_InspectionPage_SelectReason	0.639	0.778	0.906	1.51	98.0	0.0	2.847	4.009	4.798	6.325	10.0	0.0	2.3935000000000004	2.852
TC28_PCG_Internal_Renewal_PEL_13_Ratingpage_Click_Save_VehicleDetails	0.933	1.196	1.481	2.336	99.0	0.0	5.236	6.004	6.201	7.148	5.0	0.0	3.5999999999999996	3.8409999999999997
TC27_PCG_Internal_Renewal_HO_24_InspectionPage_Clicksave	3.204	4.89	3.878	131.292	98.0	0.0	0.152	0.194	0.246	0.256	5.0	0.0	2.542	2.0620000000000003
TC28_PCG_Internal_Renewal_PEL_14_Ratingpage_Click_AddAnotherDriver	0.95	1.237	1.359	6.408	99.0	0.0	6.222	8.19	10.741	10.967	10.0	0.0	4.7135	6.05
TC27_PCG_Internal_Renewal_HO_25a_SelectBillingType	0.57	0.692	0.765	0.999	98.0	0.0	3.952	5.785	5.564	9.098	5.0	0.0	3.2385	3.1645
TC28_PCG_Internal_Renewal_PEL_15_Ratingpage_Enter_Details_for_Driver	0.836	1.184	1.575	2.281	99.0	0.0	5.27	6.095	6.612	6.681	10.0	0.0	3.6395	4.0935
TC27_PCG_Internal_Renewal_HO_25b_SelectPaymentPlan	0.215	0.281	0.319	0.585	98.0	0.0	2.487	3.019	3.515	3.863	10.0	0.0	1.6500000000000001	1.917
TC28_PCG_Internal_Renewal_PEL_16_Click_Save_DriverDetails	0.962	1.378	2.042	4.231	99.0	0.0	16.266	32.109	35.013	77.182	6.0	0.0	16.7435	18.5275
TC27_PCG_Internal_Renewal_HO_25c_PaymentPage_Clicksave	1.5	1.9	2.133	2.466	98.0	0.0	0.152	0.224	0.293	0.338	10.0	0.0	1.062	1.213
TC28_PCG_Internal_Renewal_PEL_17_Ratingpage_Click AddAnotherWatercraft	0.955	1.251	1.453	2.306	99.0	0.0	7.249	9.991	12.333	12.719	5.0	0.0	5.6209999999999996	6.893
TC27_PCG_Internal_Renewal_HO_25d_PaymentPage_ClickOk	1.959	2.406	2.698	3.566	98.0	0.0	1.853	2.426	3.059	3.916	10.0	0.0	2.4160000000000004	2.8785
TC28_PCG_Internal_Renewal_PEL_18_Ratingpage_Enter_WatercraftDetals	0.925	1.197	1.382	2.093	99.0	0.0	3.793	5.094	6.289	6.776	10.0	0.0	3.1455	3.8354999999999997
TC28_PCG_Internal_Renewal_PEL_19_Ratingpage_Click_Save_WatercraftDetails	0.999	1.257	1.567	2.426	99.0	0.0	4.601	5.735	6.219	6.86	5.0	0.0	3.496	3.8930000000000002
TC28_PCG_Internal_Renewal_PEL_20_Ratingpage_Click_Save&Continue	1.885	2.345	2.616	13.208	99.0	0.0	7.701	9.832	11.045	12.914	10.0	0.0	6.088500000000001	6.8305
TC28_PCG_Internal_Renewal_PEL_21_Coveragepage_Click_Single_in_AutoCoverageLimittype	0.62	1.009	0.884	25.213	99.0	0.0	5.368	9.234	11.709	12.883	10.0	0.0	5.1215	6.2965
TC28_PCG_Internal_Renewal_PEL_22_Coveragepage_Click_Save&continue	1.253	1.897	1.853	22.377	99.0	0.0	0.263	0.45	0.553	1.137	10.0	0.0	1.1735	1.203
TC28_PCG_Internal_Renewal_PEL_23_Detailspage_Click_Save&Continue	4.836	5.915	6.262	23.888	99.0	0.0	11.516	14.089	16.695	18.153	5.0	0.0	10.002	11.4785
TC28_PCG_Internal_Renewal_PEL_24_Quotepage_Click_ProceedtoIssuance	1.754	2.233	2.407	16.11	99.0	0.0	3.263	4.416	5.473	5.767	10.0	0.0	3.3245000000000005	3.94
TC28_PCG_Internal_Renewal_PEL_25_Preissuancepage_Select_PCG_for_UnderlyingLiabilityPolicy_HomeDetails	0.549	0.786	0.927	1.347	94.0	0.0	5.311	7.019	7.045	13.45	10.0	0.0	3.9025	3.9859999999999998
TC28_PCG_Internal_Renewal_PEL_26_Preissuancepage_Enter_UnderlyingPolicyNumber_HomeDetails	0.642	0.795	0.887	2.171	86.0	0.0	2.81	4.373	3.682	9.074	5.0	0.0	2.584	2.2845
TC28_PCG_Internal_Renewal_PEL_27_Preissuancepage_Select_PCG_for_UnderlyingLiabilityPolicy_VehicleDetails	0.667	0.8	0.898	2.026	78.0	0.0	2.535	3.789	3.463	11.965	10.0	0.0	2.2945	2.1805
TC28_PCG_Internal_Renewal_PEL_28_Preissuancepage_Select_No_for_VesselBerthed_in_USTerritory	0.659	0.833	1.082	1.409	75.0	0.0	3.48	4.628	4.248	8.171	5.0	0.0	2.7305	2.665
TC28_PCG_Internal_Renewal_PEL_29_Preissuancepage_Click_Save&Continue	4.484	5.21	5.654	7.298	75.0	0.0	7.398	10.237	13.213	15.95	10.0	0.0	7.7235	9.433499999999999
TC28_PCG_Internal_Renewal_PEL_30a_SelectBillingType	0.564	0.723	0.849	1.117	75.0	0.0	3.2	4.452	5.844	6.907	10.0	0.0	2.5875	3.3465000000000003
TC28_PCG_Internal_Renewal_PEL_30b_SelectPaymentPlan	0.21	0.296	0.382	0.435	75.0	0.0	11.189	13.882	13.077	20.679	5.0	0.0	7.0889999999999995	6.7295
TC28_PCG_Internal_Renewal_PEL_30c_Click_Paymentspage_Save&Continue	1.527	1.916	2.201	2.944	75.0	0.0	10.354	18.838	28.306	31.051	10.0	0.0	10.377	15.2535
TC28_PCG_Internal_Renewal_PEL_30d_Click_Paymentspage_ClickOk	2.228	2.528	2.742	3.147	75.0	0.0	0.339	1.471	0.56	5.695	5.0	0.0	1.9995	1.651
TC27_PCG_Internal_Renewal_HO_26_SubjectivitiesPage_Click_IssuePolicy	5.347	6.304	6.846	24.401	98.0	0.0	2.514	3.427	4.06	5.741	10.0	0.0	4.8655	5.452999999999999
TC28_PCG_Internal_Renewal_PEL_31_Subjectivitiespage_ClickIssuePolicy	5.157	5.818	6.419	8.878	75.0	0.0	6.696	7.631	7.692	9.293	5.0	0.0	6.7245	7.0555
TC24_Internal_Reinstate_03_Search_PolicyID_fromPolicies	3.763	4.798	5.413	6.204	78.0	0.0	10.522	13.827	16.331	22.426	10.0	0.0	9.3125	10.872
TC24_Internal_Reinstate_04_Click_ViewPolicyTransaction	2.381	2.768	3.032	3.246	39.0	0.0	3.542	3.901	3.87	4.538	5.0	0.0	3.3345	3.451
TC24_Internal_Reinstate_06_Select_Reinstate	2.62	2.977	3.183	4.765	39.0	0.0	0.268	0.429	0.493	0.924	10.0	0.0	1.7029999999999998	1.8379999999999999
TC24_Internal_Reinstate_07_Reinstatepolicy	11.768	18.807	25.732	36.588	39.0	0.0	2.554	3.47	4.302	4.358	10.0	0.0	11.138499999999999	15.017
TC19_Tasking1_02_Search_task	0.924	1.666	2.292	3.194	436.0	0.0	0.695	0.959	1.133	1.972	10.0	0.0	1.3125	1.7125
TC19_Tasking1_03_View_task	1.646	1.843	2.006	3.386	436.0	0.0	0.654	0.871	1.109	1.265	10.0	0.0	1.357	1.5574999999999999
TC19_Tasking2_02_Search_PolicyID	3.821	4.47	4.874	8.923	184.0	0.0	3.331	4.131	4.522	5.625	10.0	0.0	4.3004999999999995	4.698
TC19_Tasking2_03_Create_Task	5.07	5.4	5.621	5.906	184.0	0.0	3.388	3.875	4.394	4.443	10.0	0.0	4.6375	5.0075
TC19_Tasking2_04_Search_task	0.927	1.624	2.236	2.64	183.0	0.0	10.713	23.569	34.668	35.576	10.0	0.0	12.596499999999999	18.451999999999998
TC19_Tasking2_06_Update_task	0.871	2.518	3.108	3.51	179.0	0.0	3.454	3.592	3.705	3.794	10.0	0.0	3.0549999999999997	3.4065000000000003
TC41_NonlegacyRenewal_HO_02_SearchPolicyID_fromPolicies	4.733	4.733	4.733	4.733	1.0	0.0	17.39	20.885	21.262	25.503	5.0	0.0	12.809000000000001	12.9975
TC41_NonlegacyRenewal_HO_03_SelectRenewal	3.812	3.812	3.812	3.812	1.0	0.0	3.514	3.67	3.772	3.845	10.0	0.0	3.7409999999999997	3.792
TC42_NonlegacyRenewal_PEL_02_SearchPolicyID_fromPolicies	5.255	5.255	5.255	5.255	1.0	0.0	0.264	0.348	0.381	0.601	10.0	0.0	2.8015	2.818
TC41_NonlegacyRenewal_PEL_03_SelectRenewal	0.163	0.163	0.163	0.163	1.0	0.0	0.565	2.092	4.606	4.704	10.0	0.0	1.1275	2.3845
TC01_ExternalLogin_01F_CredSignIn_Dasboard__LargeBroker	3.303	3.914	4.463	4.972	26.0	0.0	0.341	2.294	4.675	5.001	40.0	0.0	3.104	4.569
TC05_PCG_External_QuoteNewCustomer_HO_29A_Dashboardpage_SearchCustomerID_LargeBroker	0.821	1.072	1.646	1.646	4.0	0.0	0.399	2.16	4.491	4.676	10.0	0.0	1.616	3.0685
TC05_PCG_External_QuoteNewCustomer_HO_29B_Customerbackpage_clickQuoteno_LargeBroker	1.072	1.144	1.209	1.209	4.0	0.0	0.598	1.05	1.329	2.198	10.0	0.0	1.097	1.2690000000000001
TC06_PCG_External_QuoteNewCustomer_PEL_20_Dashboardpage_SearchCustomerID_LargeBroker	0.7	0.908	0.982	1.242	5.0	0.0	0.154	0.221	0.285	0.285	10.0	0.0	0.5645	0.6335
